"No.","Time","Source","Destination","Protocol","Length","Info"
"3311","58.431858","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3315","58.431975","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3316","58.431993","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3318","58.432137","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3319","58.432139","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3324","58.432280","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3326","58.432325","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3329","58.432878","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3330","58.432898","::1","::1","MQTT","983","Publish Message [iot/surveillance], Publish Message [iot/surveillance]"
"3335","58.433944","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3336","58.433996","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3338","58.434152","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3340","58.434479","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3342","58.434961","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3348","59.435299","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3352","59.435598","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3356","59.436202","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3362","59.436501","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3364","59.436544","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3368","59.436627","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3370","59.436847","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3372","59.436927","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3374","59.437105","::1","::1","MQTT","520","Publish Message [iot/surveillance]"
"3377","59.437143","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3380","59.437372","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3382","59.437432","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3385","59.437629","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3388","59.437644","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3390","59.437821","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3392","59.438053","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3398","59.438957","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3400","59.439017","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3402","59.439225","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3404","59.439573","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3410","60.440494","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3414","60.440764","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3416","60.441215","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3420","60.441420","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3422","60.441696","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3426","60.442116","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3428","60.442513","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3430","60.442845","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3436","60.443762","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3438","60.443893","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3442","60.444065","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3444","60.444210","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3446","60.444488","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3450","60.444903","::1","::1","MQTT","530","Publish Message [iot/surveillance]"
"3451","60.444903","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3454","60.445365","::1","::1","MQTT","527","Publish Message [iot/surveillance]"
"3460","60.447556","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3462","60.447775","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3464","60.447961","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3466","60.448178","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3471","60.526804","::1","::1","MQTT","66","Ping Request"
"3473","60.527483","::1","::1","MQTT","66","Ping Response"
"3478","61.449547","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3482","61.449835","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3484","61.450274","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3486","61.450689","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3492","61.451851","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3494","61.451920","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3499","61.452276","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3502","61.452414","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3504","61.452581","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3506","61.452657","::1","::1","MQTT","529","Publish Message [iot/surveillance]"
"3510","61.452721","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3512","61.452945","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3514","61.453238","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3518","61.453469","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3520","61.453566","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3522","61.453856","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3528","61.455084","::1","::1","MQTT","531","Publish Message [iot/surveillance]"
"3530","61.455175","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3532","61.455495","::1","::1","MQTT","531","Publish Message [iot/surveillance]"
"3534","61.455765","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3540","62.456299","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3544","62.456473","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3546","62.456841","::1","::1","MQTT","525","Publish Message [iot/surveillance]"
"3550","62.456910","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3552","62.457139","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3554","62.457482","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3558","62.457910","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3561","62.458140","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3564","62.458323","::1","::1","MQTT","522","Publish Message [iot/surveillance]"
"3568","62.458610","::1","::1","MQTT","526","Publish Message [iot/surveillance]"
"3572","62.458808","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3573","62.458840","::1","::1","MQTT","521","Publish Message [iot/surveillance]"
"3579","62.459298","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3580","62.459324","::1","::1","MQTT","983","Publish Message [iot/surveillance], Publish Message [iot/surveillance]"
"3582","62.459485","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3583","62.459494","::1","::1","MQTT","523","Publish Message [iot/surveillance]"
"3588","62.459599","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3589","62.459729","::1","::1","MQTT","528","Publish Message [iot/surveillance]"
"3591","62.459916","::1","::1","MQTT","524","Publish Message [iot/surveillance]"
"3595","63.474260","::1","::1","MQTT","66","Ping Request"
"3597","63.474818","::1","::1","MQTT","66","Ping Response"
"3601","73.526721","::1","::1","MQTT","66","Disconnect Req"
"3610","119.964733","::1","::1","MQTT","66","Ping Request"
"3612","119.965359","::1","::1","MQTT","66","Ping Response"
